translation_x,translation_y,translation_z,sağlık,frame_numbers
5.694960290452579,-2.943809461930634,-0.1265244489952006,1,frame_000067
5.884057710571074,-3.03351286434754,-0.1271737548494327,1,frame_000068
6.075882294095813,-3.1242350555981524,-0.1277197262831494,1,frame_000069
6.270323052144092,-3.215900568871229,-0.1281602488237022,1,frame_000070
6.468144856775629,-3.307234021975056,-0.128481233995071,1,frame_000071
6.669341365793305,-3.39793774142261,-0.1286762259314614,1,frame_000072
6.873880868034847,-3.487705668658894,-0.1287394483960721,1,frame_000073
7.0817062836587334,-3.577423276208926,-0.1287032464418692,1,frame_000074
7.292735163758845,-3.6669899417995144,-0.1285596542112681,1,frame_000075
7.506859690465389,-3.756305043248824,-0.1283016874864605,1,frame_000076
7.723200830416872,-3.845267960352081,-0.1279075130827458,1,frame_000077
7.941755412624121,-3.933778070613279,-0.1273796596494224,1,frame_000078
8.162488554901472,-4.021734751644194,-0.1267214864905791,1,frame_000079
8.38607951017566,-4.109037380278739,-0.1259618942347997,1,frame_000080
8.612274589327596,-4.195585334433859,-0.1250965035887669,1,frame_000081
8.840794734271782,-4.281277992127118,-0.1241219924108594,1,frame_000082
9.071497244219724,-4.366014733002786,-0.1230272184172199,1,frame_000083
9.304375776996958,-4.449694934654086,-0.121812822820142,1,frame_000084
9.53939862145756,-4.532217974789026,-0.120480428497907,1,frame_000085
9.775762854053117,-4.615669243382899,-0.1190631286834169,1,frame_000086
10.013541410190657,-4.699964888078982,-0.1175666607935454,1,frame_000087
10.25277551409798,-4.785037826964947,-0.115997970427021,1,frame_000088
10.49422052220054,-4.868651737442459,-0.1143277700490747,1,frame_000089
10.737698852184828,-4.950756308270121,-0.1125689701550495,1,frame_000090
10.983007552764256,-5.031301228331156,-0.1107353874153522,1,frame_000091
11.230080032545755,-5.111222282553044,-0.108827090600235,1,frame_000092
11.478986055645285,-5.190263722985058,-0.1068500060453799,1,frame_000093
11.729770017222595,-5.268178186972163,-0.1048108907687891,1,frame_000094
11.983196788577454,-5.344940517197288,-0.1027134805699055,1,frame_000095
12.23910464312624,-5.420747764608472,-0.1005584923981838,1,frame_000096
12.49731282754718,-5.495805365438168,-0.0983474738762782,1,frame_000097
12.756875716962346,-5.570113322094624,-0.0960542431418471,1,frame_000098
13.017729888677634,-5.6434661977608265,-0.0936837074533509,1,frame_000099
13.279786551043829,-5.715666940924979,-0.0912413782557121,1,frame_000100
13.543839117935836,-5.787726800697369,-0.0887383983150696,1,frame_000101
13.80991612919804,-5.859687702296761,-0.0861719357529292,1,frame_000102
14.07802709795904,-5.931608341401205,-0.0835398383719288,1,frame_000103
14.348162509612258,-6.002364268773409,-0.08083753157642,1,frame_000104
14.620293823798413,-6.071825514067092,-0.0780776238333,1,frame_000105
14.894373473434792,-6.1398704922439045,-0.0752733277978724,1,frame_000106
15.170334864829066,-6.206386003907182,-0.0723863643566714,1,frame_000107
15.448092377576314,-6.2712672342887315,-0.0694250007322489,1,frame_000108
15.727541364548602,-6.334417753932188,-0.0663977308303468,1,frame_000109
16.008558153747543,-6.3969494347983185,-0.0633456877011807,1,frame_000110
16.291000045034234,-6.459004824333769,-0.0602838204508638,1,frame_000111
16.574705311559335,-6.520743240456561,-0.0572275313726983,1,frame_000112
16.86040077500097,-6.582126949140074,-0.0541652898981618,1,frame_000113
17.14805472329853,-6.642921165740778,-0.0510978510192251,1,frame_000114
17.437622759930747,-6.702907876081402,-0.0480262719007151,1,frame_000115
17.728301954288018,-6.760899745040458,-0.0449233538983304,1,frame_000116
18.020177926446863,-6.81691773474942,-0.0417924559921464,1,frame_000117
18.31331726976372,-6.870991192676263,-0.0386370128682727,1,frame_000118
18.608513401335724,-6.9241439434797,-0.0354821395656339,1,frame_000119
18.905639475773096,-6.976216669162846,-0.0323354242001157,1,frame_000120
19.204555963231016,-7.027066822201429,-0.0292046815650506,1,frame_000121
19.504364799538187,-7.075582534338949,-0.0260782743876017,1,frame_000122
19.805056471509666,-7.1218602343268245,-0.0229643184408727,1,frame_000123
20.106602439243986,-7.1660047362610975,-0.019871005212333,1,frame_000124
20.409700986778123,-7.209115331242918,-0.0167830637457757,1,frame_000125
20.714130135386817,-7.251108167958718,-0.0137009852253405,1,frame_000126
21.019655221895096,-7.291916165573996,-0.0106251855114734,1,frame_000127
21.326190626126497,-7.331489015238003,-0.007623935775984,1,frame_000128
21.633799769888697,-7.369793175731369,-0.0046961029028228,1,frame_000129
21.942533390543588,-7.406811876330546,-0.0018410069836265,1,frame_000130
22.251521967931872,-7.442545118759791,0.0010380678146159,1,frame_000131
22.56062280152234,-7.477009673189154,0.0039377995401238,1,frame_000132
22.869674164107884,-7.510239080299927,0.0068551680342366,1,frame_000133
23.179402879929665,-7.543269743928872,0.0097766537051823,1,frame_000134
23.489777236753913,-7.575963308707089,0.0126978398327833,1,frame_000135
23.800752837942543,-7.608206574922712,0.0156145360094099,1,frame_000136
24.113926016181487,-7.637725483412193,0.0184803119715694,1,frame_000137
24.429239690853425,-7.664440375310101,0.0213045297131565,1,frame_000138
24.74663678135192,-7.688279977058599,0.0240964000584674,1,frame_000139
25.064406794787477,-7.711367415698135,0.0268858401246405,1,frame_000140
25.38247996584028,-7.733664957862219,0.0296646580758131,1,frame_000141
25.700773844796903,-7.755160025846225,0.0324247373803243,1,frame_000142
26.020100863880124,-7.773679185535434,0.0351885244842944,1,frame_000143
26.34052127418239,-7.7892433993524,0.0379502062978546,1,frame_000144
26.66208898457835,-7.801882015058295,0.0407042715371239,1,frame_000145
26.983943996711115,-7.813818778038986,0.0434493610801766,1,frame_000146
27.30595946547535,-7.825116576995179,0.0461882684965581,1,frame_000147
27.627995861382015,-7.8358634562947,0.0489240891597629,1,frame_000148
27.95080854143994,-7.844972697971651,0.0516474920154459,1,frame_000149
28.274400675984225,-7.852360450207863,0.054356325469085,1,frame_000150
28.598769093181055,-7.85795963168292,0.0570486642357375,1,frame_000151
28.923904279603036,-7.861719931522166,0.0597374642770796,1,frame_000152
29.249790379026532,-7.8636078089004435,0.0624309554856601,1,frame_000153
29.57640519306359,-7.863606493491876,0.0651376695634754,1,frame_000154
29.903720181698283,-7.861715985451027,0.0678498598573943,1,frame_000155
30.231700462263497,-7.857953054977458,0.0705631096697035,1,frame_000156
30.560304809931747,-7.8523512427716975,0.0732732286084388,1,frame_000157
30.889485658323668,-7.844960860017736,0.0759654482954668,1,frame_000158
31.219189098290283,-7.835848987925774,0.0786340307159298,1,frame_000159
31.549354878526913,-7.825099478208741,0.081273388656871,1,frame_000160
31.87991641142417,-7.81379904721021,0.0839136028939987,1,frame_000161
32.21080076025902,-7.801859650876859,0.0865419889806064,1,frame_000162
32.54192864620208,-7.789218400814138,0.0891463152865637,1,frame_000163
32.87321443914868,-7.773651554325207,0.0917649715081768,1,frame_000164
33.20456617641068,-7.755129763521904,0.0943889349835299,1,frame_000165
33.53588555312164,-7.73363206586637,0.0970100133554792,1,frame_000166
33.867975506307644,-7.711331890855931,0.0995637260515718,1,frame_000167
34.20089311539506,-7.68824181587898,0.1020469402130576,1,frame_000168
34.53469545994803,-7.66439957396357,0.1044569003174218,1,frame_000169
34.86853204237445,-7.63866814114845,0.1068267391995453,1,frame_000170
35.2022918725242,-7.6109133552268915,0.1091470564718617,1,frame_000171
35.53585761812615,-7.581017824499948,0.1114091310529276,1,frame_000172
35.87001318353086,-7.550080839995166,0.1135763641840851,1,frame_000173
36.204796622101696,-7.518240756499957,0.1156430937725491,1,frame_000174
36.54024598735138,-7.485661084442237,0.1176041105613337,1,frame_000175
36.87549175558156,-7.451330577535685,0.1194565781031779,1,frame_000176
37.210403910480984,-7.415240851009176,0.1212000430023954,1,frame_000177
37.5448460936291,-7.377400290602216,0.1228345046596619,1,frame_000178
37.87958317816238,-7.337834048755011,0.1244213947918036,1,frame_000179
38.21463419047483,-7.296584051048761,0.125965923362371,1,frame_000180
38.550018157085546,-7.253708993550497,0.1274742061696645,1,frame_000181
38.88649995824978,-7.210270431970572,0.1288795665767559,1,frame_000182
39.22394323467319,-7.166155167547336,0.1301797763325754,1,frame_000183
39.5622179694788,-7.121275157119007,0.1313729845617313,1,frame_000184
39.90045463082116,-7.073381507741888,0.1324665892045168,1,frame_000185
40.23869127154721,-7.022419715614483,0.1334576460167499,1,frame_000186
40.57696594460446,-6.968343662265917,0.1343436635669701,1,frame_000187
40.91515498797978,-6.91330162312095,0.1351607957073902,1,frame_000188
41.25297300035147,-6.857281021939846,0.1359250094885525,1,frame_000189
41.59013458059211,-6.800294438108282,0.1366529513123626,1,frame_000190
41.92651605055356,-6.741179691804556,0.1372971185038861,1,frame_000191
42.2621554621498,-6.679777464775303,0.1378635137681509,1,frame_000192
42.597090867461866,-6.615945209252894,0.1383583661216684,1,frame_000193
42.93136032491353,-6.550757063364756,0.1387862072027048,1,frame_000194
43.26500188776802,-6.484326226387454,0.13914986896967,1,frame_000195
43.5980536094999,-6.416791053238268,0.1394524097013201,1,frame_000196
43.93129938500234,-6.347115133157144,0.139683211432691,1,frame_000197
44.26462188221578,-6.275264926315957,0.1398571849645074,1,frame_000198
44.59791011148832,-6.201223663326639,0.139989316455155,1,frame_000199
44.931059433134635,-6.125977438976843,0.1401016220918861,1,frame_000200
45.263971540633406,-6.0493375879759155,0.1402035388443643,1,frame_000201
45.59655446993563,-5.971140600626342,0.1403046545472161,1,frame_000202
45.928722592629214,-5.890262028140225,0.1404363163437124,1,frame_000203
46.26039663084093,-5.806794107801698,0.1406124161231985,1,frame_000204
46.59150364911256,-5.720845847331453,0.1408471476394535,1,frame_000205
46.92197706240626,-5.633529118661122,0.1411314733640388,1,frame_000206
47.25175661836518,-5.54478103361005,0.1414723391009605,1,frame_000207
47.580788407115605,-5.454563859587476,0.141876841518987,1,frame_000208
47.90902486207761,-5.362865019130777,0.1423344703798627,1,frame_000209
48.23642475803708,-5.269697090330164,0.1428563242995952,1,frame_000210
48.56295321227057,-5.175097806864112,0.1434535017548686,1,frame_000211
48.88932752443734,-5.077930136089859,0.1441205265658864,1,frame_000212
49.21537011081894,-4.978059916998164,0.1448549433300686,1,frame_000213
49.54091607237374,-4.875369758962213,0.1456542210513961,1,frame_000214
49.86581321031023,-4.771945050978624,0.1464408723349197,1,frame_000215
50.18992199419298,-4.667718713036527,0.1472193129694325,1,frame_000216
50.51311557838627,-4.562657205814118,0.1479932791472745,1,frame_000217
50.834533941893795,-4.454574526141821,0.1488001577943596,1,frame_000218
51.154230993201224,-4.343487444053787,0.1496521807459283,1,frame_000219
51.47226698325716,-4.2294295000111966,0.1505611266782891,1,frame_000220
51.78945435968626,-4.113437092568965,0.1515217482950631,1,frame_000221
52.105710671922104,-3.99537186753778,0.1525313645368111,1,frame_000222
52.42096615415944,-3.875120626256768,0.1535867657434619,1,frame_000223
52.73590957120149,-3.752595318737956,0.1547235878017743,1,frame_000224
53.0503411418964,-3.6277330582024527,0.1559378650180161,1,frame_000225
53.36408011208148,-3.5004961133438304,0.1572254051660835,1,frame_000226
53.67696475461849,-3.370871907501488,0.158619231459068,1,frame_000227
53.98885236902211,-3.2388730198917997,0.1601111506004575,1,frame_000228
54.29961928179759,-3.1045371851988617,0.161693044771183,1,frame_000229
54.60916084712366,-2.967927292806768,0.1633175055295366,1,frame_000230
54.917391445144546,-2.8291313879181974,0.1649762645947204,1,frame_000231
55.22424448300159,-2.6882626711992454,0.1666608271580519,1,frame_000232
55.528764813929214,-2.5442595882396137,0.1683910269909524,1,frame_000233
55.83075582819343,-2.3970634447013004,0.170156216574534,1,frame_000234
56.13003360077424,-2.2466323165917066,0.1719457483151255,1,frame_000235
56.42733448133781,-2.0951270535233393,0.1737292990764112,1,frame_000236
56.72266798269383,-1.9425560410084293,0.1754960722189754,1,frame_000237
57.01606264472842,-1.7889612051691637,0.1772351200773698,1,frame_000238
57.30740428990195,-1.6322320016615066,0.1789943944283326,1,frame_000239
57.59643605863709,-1.472460669596661,0.1807630960375308,1,frame_000240
57.882920118296624,-1.3097562183687912,0.1825307276690627,1,frame_000241
58.16679939973231,-1.1452305215031902,0.1842782146639051,1,frame_000242
58.44819757550844,-0.9788206897732628,0.1859975171485964,1,frame_000243
58.72725734521333,-0.8104889893985727,0.1876808217293966,1,frame_000244
59.00563212618902,-0.6402228278564851,0.1893186320547022,1,frame_000245
59.28319190281022,-0.4680347846251627,0.190899734540879,1,frame_000246
59.559838370922066,-0.2939625945105492,0.1924131422159904,1,frame_000247
59.833851519374264,-0.1180691598367148,0.193882418526806,1,frame_000248
60.10518378183371,0.0595574744975278,0.1953068835316457,1,frame_000249
60.37380661898706,0.238804108169539,0.1966863102917755,1,frame_000250
60.64045635520471,0.4207323085848168,0.1979993237867949,1,frame_000251
60.90498711882147,0.6054007701034699,0.1992426002906433,1,frame_000252
61.167278407354864,0.7928514168784667,0.2004131181392131,1,frame_000253
61.42723509618286,0.9819094880643482,0.20150815896857,1,frame_000254
61.68478742241915,1.1723611611153952,0.2025253059067418,1,frame_000255
61.939890992422406,1.3639674581293522,0.2034624441506712,1,frame_000256
62.19327261760783,1.557664169223333,0.2043247227098218,1,frame_000257
62.44478325645569,1.7533842112644735,0.2051049293071852,1,frame_000258
62.69430557884746,1.9510437309819664,0.2057962293030132,1,frame_000259
62.941753965462325,2.150542105929061,0.2064137751151177,1,frame_000260
63.18707450855368,2.3517619428615975,0.2069554895152585,1,frame_000261
63.43024501177308,2.5545690784037176,0.2074198239201698,1,frame_000262
63.67036742637168,2.7578264786054114,0.207799973806013,1,frame_000263
63.9073149075619,2.9615718751115456,0.2080838953862952,1,frame_000264
64.14098597980443,3.1658178442363356,0.2082600734552787,1,frame_000265
64.37130451725177,3.372737817583797,0.2083734698853908,1,frame_000266
64.59821978251614,3.5823108313765286,0.2084274814190345,1,frame_000267
64.82170640730864,3.794507536820959,0.2084264109003855,1,frame_000268
65.04341782801046,4.007104205381711,0.2083951664710612,1,frame_000269
65.26339209861084,4.2200379480536405,0.2083400149046675,1,frame_000270
65.48170532678408,4.433220720621861,0.2082682801996684,1,frame_000271
65.69756409131742,4.6477392328648515,0.2081648017519643,1,frame_000272
65.9109525361387,4.863677335661747,0.2080311647804595,1,frame_000273
66.1218865165659,5.081102109791262,0.2078698606683639,1,frame_000274
66.32950601684719,5.301049953455384,0.2076715512123883,1,frame_000275
66.53372224773845,5.5233489697823694,0.207434687301828,1,frame_000276
66.7344717890769,5.74781887690786,0.2071585504466598,1,frame_000277
66.93246244345842,5.973284921564826,0.2068197258229199,1,frame_000278
67.1275261423263,6.199755486899828,0.2064113031082328,1,frame_000279
67.31952652849975,6.427222185977032,0.205927051654291,1,frame_000280
67.50761311126897,6.655659855230786,0.2053563842040572,1,frame_000281
67.69186833999031,6.885026569258768,0.2047039826704823,1,frame_000282
67.87240003317973,7.1152636325193,0.2039751330696242,1,frame_000283
68.0508330664852,7.346295594521442,0.2031896501718108,1,frame_000284
68.22701522801064,7.578030216615328,0.2023426244164469,1,frame_000285
68.4008323594427,7.810358490139603,0.2014299014938498,1,frame_000286
68.57146249107366,8.045340639776809,0.2004322445308367,1,frame_000287
68.73902295564992,8.282850888839981,0.199354561754485,1,frame_000288
68.90366279712912,8.52276346088371,0.1982023655928664,1,frame_000289
69.06540106258612,8.762766569932758,0.1969404779021961,1,frame_000290
69.22412676487332,9.002717666893211,0.1955714643141529,1,frame_000291
69.37976062819821,9.24245743261462,0.1940981926423595,1,frame_000292
69.53316264851142,9.483009702152897,0.1925524056095774,1,frame_000293
69.68448503936332,9.724403824494116,0.1909358788751977,1,frame_000294
69.83391806780088,9.966660763782604,0.1892509168572694,1,frame_000295
69.9798749098476,10.209793083812338,0.1874717724415972,1,frame_000296
70.12228580140625,10.453804976198503,0.1856035034100822,1,frame_000297
70.2611063474293,10.698692247606065,0.1836514696709058,1,frame_000298
70.39797093678155,10.944442335807867,0.1816410349986064,1,frame_000299
70.53289859690781,11.191034277654648,0.1795783149675668,1,frame_000300
70.66594640872803,11.438438725170258,0.1774698784223339,1,frame_000301
70.79555609014518,11.686617930436528,0.1753138509824034,1,frame_000302
70.92184814399398,11.935525775978222,0.1731195583146685,1,frame_000303
71.04496844214874,12.185107759376216,0.170896703717863,1,frame_000304
71.16583406881209,12.435301001216702,0.1686376191111651,1,frame_000305
71.28448624946067,12.686034227729454,0.1663564613018043,1,frame_000306
71.40099792081713,12.937227780267198,0.1640676137998268,1,frame_000307
71.51531200235239,13.188793614866109,0.161764077518448,1,frame_000308
71.6272414001342,13.44063530011332,0.1594566846198597,1,frame_000309
71.73663073146147,13.692648019727146,0.1571563429723596,1,frame_000310
71.84261048052858,13.944718565448436,0.1548651488745351,1,frame_000311
71.94524407094573,14.196725352890162,0.1525960136002853,1,frame_000312
72.04462029534227,14.448538412735408,0.1503618485557027,1,frame_000313
72.14159915731244,14.700233220090052,0.1481342804875954,1,frame_000314
72.23616479908128,14.952090677203858,0.1459220680658876,1,frame_000315
72.32833307410426,15.20438330146326,0.1437336681420529,1,frame_000316
72.41815154762828,15.457161404403648,0.1415702840732121,1,frame_000317
72.50569949944031,15.71025309083855,0.1394454689110554,1,frame_000318
72.5910879205472,15.963478080721512,0.1373723984048448,1,frame_000319
72.67355192996945,16.2178476165795,0.1353353009424543,1,frame_000320
72.75309787004679,16.47338685370958,0.1333482953701054,1,frame_000321
72.82975745203876,16.730120947646274,0.1314248966708682,1,frame_000322
72.90358775545566,16.988075054483726,0.1295672121141526,1,frame_000323
72.9746712292077,17.247274330292687,0.1277855485796409,1,frame_000324
73.04311569112069,17.507743931383597,0.1260895335839647,1,frame_000325
73.10905433865028,17.768309098829853,0.1244950672608973,1,frame_000326
73.17264572946002,18.02877278288018,0.1230047180181304,1,frame_000327
73.23407379020375,18.288929548869294,0.1216204503887269,1,frame_000328
73.29338608618359,18.54877939756863,0.1203594548837502,1,frame_000329
73.35049382501573,18.80852776427427,0.1192149360596195,1,frame_000330
73.40533358329266,19.06837169937183,0.118179645587469,1,frame_000331
73.45802902327591,19.329485964021337,0.1172783009506245,1,frame_000332
73.50889091402263,19.591845405728375,0.1165087537316558,1,frame_000333
73.55825539348483,19.85542487224186,0.1158686291650564,1,frame_000334
73.60541466986075,20.120199201735993,0.1152943395244716,1,frame_000335
73.65026409746505,20.38614323762567,0.1147787485678754,1,frame_000336
73.69271805728201,20.653231823512023,0.114314040626824,1,frame_000337
73.73361754851247,20.919253802187814,0.11392413695748,1,frame_000338
73.7730830740539,21.184167248989468,0.1136058681208864,1,frame_000339
73.81126050584741,21.447913469191853,0.1133556117731156,1,frame_000340
73.84815934451774,21.711616912486143,0.113171219105157,1,frame_000341
73.88365274519084,21.97540754741779,0.1130520097931996,1,frame_000342
73.91763923193696,22.23940695762878,0.112996850627906,1,frame_000343
73.94929684438064,22.504714428633932,0.1130003008917912,1,frame_000344
73.97873023047471,22.77122933958745,0.1130526216830414,1,frame_000345
74.00606306482597,23.03885106983149,0.1131436211784139,1,frame_000346
74.03218390027772,23.306492912169876,0.1133020255248932,1,frame_000347
74.05709907867826,23.57425968108731,0.1135170386422868,1,frame_000348
74.0808403108065,23.842247806165105,0.1137777135705499,1,frame_000349
74.10255710513322,24.11054532298968,0.1140887748480775,1,frame_000350
74.12216384174562,24.379231889716028,0.1144314220791996,1,frame_000351
74.1395939274438,24.648378779531964,0.1147868549180537,1,frame_000352
74.15570735570394,24.919034984208828,0.1151115767175101,1,frame_000353
74.17064365723992,25.19104957235467,0.1153961885330319,1,frame_000354
74.18456773160202,25.464271612830796,0.1156310650778834,1,frame_000355
74.19676228604153,25.737564071370915,0.1158279480322075,1,frame_000356
74.20727488705063,26.01098145197531,0.1159807605435992,1,frame_000357
74.21617212782631,26.28456987367845,0.1160833503050152,1,frame_000358
74.22337789004105,26.55935316326726,0.1161294929531075,1,frame_000359
74.22867337001645,26.83515523029612,0.1161128808749349,1,frame_000360
74.23185879067836,27.111799984509503,0.1160271310460188,1,frame_000361
74.23291513875807,27.388125243233453,0.1158588279461452,1,frame_000362
74.2320041405786,27.664160356140822,0.115607143353832,1,frame_000363
74.22930654916036,27.939926287939468,0.1152710980881414,1,frame_000364
74.22486039351021,28.217621626546432,0.1148870110757671,1,frame_000365
74.21856102761768,28.497267333831516,0.1144500489247758,1,frame_000366
74.21032283198082,28.7788927570086,0.1139555293647419,1,frame_000367
74.20007923511194,29.060349618702897,0.1133938833610677,1,frame_000368
74.18778267062946,29.34166726647819,0.1127702827086405,1,frame_000369
74.1734045988256,29.62286666293227,0.112089974745905,1,frame_000370
74.15768133773716,29.904946487215405,0.1113976632842524,1,frame_000371
74.14046701935722,30.187705494156567,0.1106990461958602,1,frame_000372
74.12164114445429,30.470942438835788,0.11000019902358,1,frame_000373
74.10110858200021,30.754456076545008,0.1092986960545763,1,frame_000374
74.07879957035422,31.038045162876543,0.1086032183581965,1,frame_000375
74.05466971664649,31.32150845367342,0.1079227491718134,1,frame_000376
74.02869999647136,31.604644705097627,0.1072360863448767,1,frame_000377
74.00089675459225,31.887252673514254,0.1065506660295639,1,frame_000378
73.97129170454076,32.16913111553954,0.1058740000397597,1,frame_000379
73.93903434685224,32.45127869462143,0.1051812573090636,1,frame_000380
73.90403906208441,32.73371637283884,0.1044740979088335,1,frame_000381
73.86623925727207,33.01647349761312,0.1037540310260511,1,frame_000382
73.82649494671232,33.298387895074114,0.1030312999157537,1,frame_000383
73.7849456611348,33.57928347844816,0.1023052636651942,1,frame_000384
73.74175630002897,33.85898416121208,0.1015752060191658,1,frame_000385
73.69695541299099,34.13632776084046,0.1008441774585934,1,frame_000386
73.65043518299053,34.41134362437686,0.1001190102596997,1,frame_000387
73.60211316182152,34.684052713957115,0.0994064612982614,1,frame_000388
73.55193224741417,34.95665361659812,0.0987309817566321,1,frame_000389
73.49986072914929,35.22916729498217,0.0980954781872138,1,frame_000390
73.44589226505745,35.50162309719274,0.0975029328352876,1,frame_000391
73.38913830310858,35.77504484190403,0.0969228092864031,1,frame_000392
73.32947517231806,36.0492732099477,0.096369488071797,1,frame_000393
73.26679822806724,36.324165652648766,0.0958571233916907,1,frame_000394
73.20192944257094,36.59741039104515,0.0953691541556244,1,frame_000395
73.13497029268493,36.86888164888315,0.0949171328223285,1,frame_000396
73.06604762399591,37.13845365015605,0.0945121589933727,1,frame_000397
72.9944060694926,37.40720052555655,0.0941521450739637,1,frame_000398
72.92005514189611,37.67521870454848,0.0938414330774125,1,frame_000399
72.84302338036994,37.94261300193285,0.093583836623464,1,frame_000400
72.76410419161783,38.20949662504132,0.0933502364841431,1,frame_000401
72.68320878436327,38.475991157928426,0.0931373858464658,1,frame_000402
72.60027373595744,38.742226570046675,0.0929412830685233,1,frame_000403
72.51451516255642,39.00714129315985,0.0927826169549353,1,frame_000404
72.42607576463793,39.270659862361455,0.0926675800352781,1,frame_000405
72.33511726919916,39.5327068129253,0.092601760902469,1,frame_000406
72.24256624887045,39.79539269729677,0.0925901658212427,1,frame_000407
